1405701270426.2676,1338609044116.2385,1447564493301.8076,1390854261171.3567,1402191291740.6123,1369321634643.62,1434557286250.2637,1420032487114.1606,1479983087945.0928,1444708022463.7222,14133522879173.14
3093633.869854205,4153580.322523192,4419031.649492295,3840211.704663207,4815784.633123671,5165258.325147187,5074085.511498181,4950881.484755098,5872442.1008899445,5718657.118368583,47103566.72031556
2710842.825012705,3030622.3183776517,3691220.000501036,2779195.7084701294,3410543.4256730033,3115546.522367836,3404129.3434177353,3533867.145609233,4347959.407727827,4411685.908001824,34435612.60515898
2659810.681420057,2442109.956721933,3185011.048035515,1454499.9764937228,1897932.3227111746,1998382.6045572704,2225502.0290400437,1949922.8387714976,2758718.5652427324,2726085.816272504,23297975.839266453
2489900.626396666,2886826.4340042076,3095885.007803067,735822.1786742978,741794.8127653529,390473.5308744106,939125.6713670982,513135.5079417697,718780.0233574371,640938.5546856935,13152682.34787
3235021.1419494525,2295972.722417536,3480094.1404838013,1008743.9450994711,731215.6693097543,742564.2062118023,625686.1090378013,985799.4804658883,408698.52883964666,1097535.4734491461,14611331.4172643
1754528.294186152,937872.0150298276,1293830.61398373,2137848.4721189803,1316283.5755665817,1343941.5324456217,1749905.3813992226,1703365.097088497,794638.8301060472,953741.5928559914,13985955.404780652
871212.2447352669,444250.6521528068,1048678.8235649352,1264618.9354611635,1677240.8778824476,2409454.1284167212,1870507.2438137985,1932772.006376909,1931558.3185061244,1570324.0076785681,15020617.23858874
636987.4143027306,32943.636832903314,294186.0765363548,2864127.4000711227,2077454.7439592427,2585034.991225921,2628506.43913388,2657465.8895668276,1602214.9437769114,1652597.5886486392,17031519.124054532
259246.6237578885,240794.24988448597,273021.4904272813,3045694.801430439,2248647.3499721256,3489272.8107207594,3068459.7098340574,3650126.0836443114,1597849.0445238731,2698709.717581129,20571821.88177635
246090.65969731426,842917.3039209306,264737.411229186,3223318.226062288,4569768.400669428,4346511.904837727,4424701.638730111,3368097.11320829,2112979.1169708073,3686372.780397452,27085494.555723537
579784.481983761,1046877.2989426655,1124041.0419227006,5251469.006333904,6124754.900136868,4226752.689930656,4347710.130981127,3653479.574466189,3006450.30241833,4757684.35777964,34119003.78489584
927903.5736007966,1253889.5642670128,1419419.8262889397,4882200.812844888,3582654.4314107797,3885127.0913268267,4257612.26691524,4900707.292131541,3668771.554792431,5264484.140149132,34042770.55372759
1972222.4830777282,2640158.3575284467,2255908.648548559,4321352.686269276,5696582.067559728,4760321.226620278,3841252.82024188,5643050.7726015365,3467804.708885266,5657769.40854379,40256423.179876484
3263925.590372836,3187091.8791969316,2169378.4861601777,3916356.9856814044,4918480.920926219,2827691.5192662147,2631846.4958334775,5286851.346051404,3360906.7303790664,4398891.442451873,35961421.396319605
3389198.3303190013,3644733.7849903735,3157367.0175095145,2762775.2599165644,3713151.407159462,2496815.2874596617,1091606.1186085497,4362935.969793605,3989867.5243680957,3635360.819316762,32243811.51944159
3279011.7319338117,4021334.4656877522,5040333.264710716,1106881.0655172407,1108723.220724807,809265.2364426039,261812.45896376995,1582587.6586576605,4623173.934379973,1797155.6136392816,23630278.650657613
3309123.6168441074,3595970.165507611,4294334.596702015,546280.0574661291,373920.634991056,217513.08344468937,573.5354704374174,703198.7059747368,4872663.063661218,1228688.2730135834,19142265.73307558
3656892.711310976,3803597.0818846384,3756706.361227312,55700.80219480863,360316.5235724002,490543.8034333006,564320.6811193539,185876.96966936297,5987325.2558569135,625237.8187385631,19486518.009007633
4009595.220009931,2738681.0731968726,5592904.907574064,789139.8166965264,642760.8328297455,909938.0094251223,1260108.4577471537,525795.4548039905,4992682.92179396,1803.7473580316544,21463410.441435397
4140471.404456275,2466598.765653839,4986562.790008709,1674431.869081532,1724264.9132335957,598192.3307501847,990742.674689144,1101779.2330408902,4000242.0488677365,819104.308909798,22502390.338691704
4021899.4800827103,1902483.5140379434,4132789.327999494,1838289.4494413298,2255779.465005444,1189068.0003638577,1617932.2759882435,1489062.925845785,3729512.588171796,1204851.0166551133,23381668.04359172
3780748.272132027,1388603.3618939335,3864050.734501677,3043532.0331689203,2484170.417166271,2659131.2683931254,1905496.3226587183,1755727.7834391082,3150022.8064047517,1562950.515344728,25594433.51510326
