65769.22470707729,63527.15073724277,66438.70383455107,67226.24924793317,67846.15652738215,65146.14912007125,67327.29058481303,67414.11583514628,72090.5038199599,602785.544414177
348.67477270290823,350.539585543867,348.67462173670543,348.92147504791404,175.14492959764527,350.41447965754077,349.6908901141217,349.0460918372752,348.92153551991413,2970.0283817578916
220.19373833348808,220.6627865250607,444.97227192105163,223.06444525449587,446.9951473129604,448.17868146685333,225.23852159671566,225.65216631091636,224.79787277518022,2679.7556314967223
453.2905935037155,453.134598649036,226.6766332663977,453.13929019130285,226.54081078070303,226.62526939855317,451.6247021111956,452.03989909592735,454.81788451998085,3397.8896815168123
229.94570320454915,229.50064155936772,458.96628137664857,229.38378426416327,458.3892875390137,457.83248250579805,228.66230119059057,228.6450058397284,228.5560773922846,2749.8815648721443
452.9924196230287,453.859367942847,226.91541185568283,226.93922529371955,226.75840928304925,226.8095013531292,456.1446256471674,456.60322995611017,455.93301455452587,3182.95520550926
230.29840809664805,230.41213833477175,460.82396023017094,461.0404007430174,462.0143597953269,462.776452869812,231.17068063596724,230.9023418983767,231.38841259207337,3000.8271551961643
457.35010728588793,456.4897603801992,227.9273038504777,227.50014209818278,227.39997783905483,226.56158808486217,452.8774773939838,452.9869667010806,452.70415542363736,3181.7974790573667
227.64720768158656,224.78424400238623,447.93054055605467,448.9116934746159,449.10456296219957,450.85135828744797,225.62834405290639,225.72639654384872,225.60136674183104,2926.185714302877
453.40737933958326,459.63086448502116,231.1271834070535,231.36253961833097,231.33645977408779,231.103464544423,462.0365201609961,230.86005742645102,461.83953712035316,2992.7040058763
230.18155301376814,228.37959366052982,456.729189239221,455.852233720549,455.4188293187649,455.3470358177115,227.56833919548657,455.1618883806957,227.6737496306303,3192.3124119773574
228.7207767708551,460.8414705287543,230.3264941615999,230.35197778478263,230.3729328676898,230.3848222889674,460.76674458767855,230.09573827089605,458.6199526861488,2760.4809099473723
453.3181001342662,226.87899796061257,453.72578321871305,453.73437282550947,452.92500626823454,225.4124536638737,225.10413968075213,450.00269228340613,225.72310650839808,3166.824652543766
227.94991063233988,455.8005799652863,227.69169662759964,227.77425834651848,228.21194450682069,458.77002524155165,459.62803127797383,230.33107921656133,460.89501177381993,2977.0525375884713
461.89373442346965,230.86445196027682,462.0611747403659,462.693760744919,462.97439581542983,231.3767384579174,231.3771107355832,462.79762255046194,231.38990186019575,3237.428891288619
231.70470011842656,463.90432804971624,232.2211283625659,231.99944779209602,231.85194022810387,464.1390803974977,232.04578800893208,231.98319432888107,463.9664421193621,2783.8160494055815
462.8374140254548,231.09330459721957,461.3226272347877,460.73553245799803,460.7570430674264,230.24349407878915,460.8581909413153,460.97400122612504,230.29248086268316,3459.114088491799
230.53907413171078,461.6063107669838,230.32264707241723,229.67668805469347,229.44111287832268,458.29709686763556,228.77473278765703,228.45956998308398,228.43833943972487,2525.555571982229
454.23850756896496,226.96777731280395,455.7120578997029,457.62159124901234,458.2616808857736,229.45133726931533,458.9026222376309,457.83466892498905,457.4084000488474,3656.3986433970413
229.7127999421287,459.8546932331487,228.8568071928617,228.75027269157493,228.5375269103435,456.8548033537291,228.6439411964119,229.712380580743,230.1426364369526,2521.0658615378943
461.9594981804573,230.87099112450971,463.4833853484236,463.9208438511128,464.2985158131802,231.0923761870616,461.52562326671364,460.6585219665393,460.6603138414488,3698.4700695794468
