3,0,10500000,-0.7
3,5344600621633.426,9800000,1
3,42926622.940299116,9100000,-4
3,28000836.076676197,8750000,-4
3,13770970.391098535,9450000,0.5
3,8462239.145844417,9800000,0.5
3,14698227.429722479,9450000,-4
3,23541074.225937605,9450000,0.5
3,30313313.44751408,9100000,-4
3,36287084.33154577,9450000,0.5
3,43050405.08752321,8750000,-2
3,39044534.190974616,8750000,0.5
3,28165072.100539614,8750000,0.5
3,15895131.867343139,9450000,0.5
3,17735491.787266817,9100000,-4
3,23868468.788263697,8400000,-4
3,29100065.42768045,9100000,0.5
3,34458357.12832194,9100000,0.5
3,37485071.20798491,9800000,0.5
3,42584839.37630309,9100000,-2
3,40796255.330885634,9100000,0.5
3,39322676.16823314,9100000,0.5
3,35903562.839928545,9100000,0.5
3,29815797.75111305,9800000,0.5
3,9648903.886555232,10500000,0.5
3,7288742.247295401,11200000,0.5
3,10796698.174057964,10500000,-4
3,14867032.636668917,10500000,0.5
3,20237638.004498415,10850000,0.5
3,25752794.09543287,10150000,-4
3,28272309.302016336,10500000,0.5
3,32570952.575859632,10500000,0.5
3,36857056.495489694,10850000,0.5
3,44644038.74759655,11550000,0.5
3,48337108.563445,11200000,-2
3,46389971.40933149,11200000,0.5
3,35504251.42394306,11550000,0.5
3,25231324.863177933,10850000,-4
3,19616186.481872026,11550000,0.5
3,20493037.760005206,11550000,0.5
3,17737162.00439684,11200000,-4
3,19715788.67562553,10500000,-4
3,20824367.756444182,10850000,0.5
3,24025815.206970274,11550000,0.5
3,28659277.073804706,10850000,-2
3,30102821.03468051,10850000,0.5
3,30650770.060138203,10500000,-2
3,30339819.462607693,10500000,0.5
3,30339819.462607693,10150000,-2
3,33561223.99950974,10850000,0.5
3,35933139.94602166,10150000,-4
3,37112496.9171362,10150000,0.5
3,34894346.194331765,10150000,0.5
3,35528550.12187884,10850000,0.5
3,35878747.567646675,11550000,0.5
3,35152101.871862546,12250000,0.5
3,26849980.90506127,11900000,-4
3,28588915.2011372,11900000,0.5
3,25312021.675380856,11550000,-4
3,23714379.194422346,12250000,0.5
3,23175566.552622512,11550000,-4
3,25980201.230455093,12250000,0.5
3,28760454.17563888,12250000,0.5
3,30101012.400327586,12950000,0.5
3,32288444.935761146,12950000,0.5
3,34700771.42966984,13650000,0.5
3,38183161.45202839,13300000,-2
3,39160088.92634395,14000000,0.5
3,39555428.0103801,14700000,0.5
3,41058797.180289,15050000,0.5
3,34858853.76516772,15400000,0.5
3,28803218.759556696,16100000,0.5
3,28803218.759556696,16450000,0.5
3,30680579.23234215,17150000,0.5
3,28773901.030931212,17150000,0.5
3,32594555.04445503,16450000,-4
3,39743596.22511654,16800000,0.5
3,39351639.45591376,16800000,0.5
