
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
25.0, -0.09999999999999432, 1625213.9642146453
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
28.6, -0.09999999999999432, 10732300.843461316
0, 0, 0
0, 0, 0
20.799999999999997, 0.0, 4327158.100178186
0, 0, 0
0, 0, 0
0, 0, 0
-20.0, 0.0, -12540003.238524564
80.0, -0.09999999999999432, 10773791.813751124
0, 0, 0
50.0, 0.0, -8406574.951180428
0, 0, 0
50.0, 0.10000000000000853, 5876521.325049397
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
62.5, -0.30000000000001137, 12669121.301434893
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
100.0, 0.10000000000000853, 5875836.889530718
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
66.7, 0.0, 107255.18507510424
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
80.0, -0.10000000000000853, 12036526.11765654
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
26.700000000000003, 0.0, 1278838.436172597
40.0, -0.10000000000000853, -2829450.86957315
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
