
0.0,95.3,0
0.0,94.5,547186733.5150366
0.0,94.6,20653461.17945443
0.0,94.5,34436627.28739819
0.0,94.5,32952786.96321602
0.0,94.5,33958862.00827001
0.0,94.5,34062977.580667935
0.0,94.5,30123521.490130194
0.0,94.4,22997662.130408652
25.0,94.4,28497656.933095925
0.0,94.5,26872442.96888128
0.0,94.5,31905592.71995477
0.0,94.5,30432396.228973795
0.0,94.6,21832799.53647371
0.0,94.3,26034843.89799272
0.0,94.3,31320536.976148255
28.6,94.4,25734335.696478046
0.0,94.5,15002034.85301673
0.0,94.5,25673843.054319754
87.5,94.4,30478073.356729906
66.7,94.4,26150915.25655172
0.0,94.4,0
0.0,94.3,1130181176.612108
60.0,94.2,25238084.608834617
80.0,94.2,37778087.84735918
0.0,94.3,27004296.033608057
50.0,94.2,10980469.97797231
0.0,94.2,19387044.92915274
50.0,94.2,25547146.596016325
0.0,94.1,19670625.27096693
0.0,94.1,25989968.235236418
0.0,94.1,13924710.894283745
0.0,94.1,22622366.426469993
0.0,94.1,21050451.28419803
0.0,94.1,15617091.573512133
0.0,94.1,18787449.48798805
62.5,94.1,23538472.793054268
0.0,94.4,10869351.491619375
0.0,94.4,13932928.424051289
0.0,94.4,27009260.953375656
0.0,94.4,19672591.344926
0.0,94.4,7448254.440030773
0.0,94.4,0
0.0,94.4,1543577001.2453985
0.0,94.3,16132746.329386251
0.0,94.5,15721183.026466886
0.0,94.4,20956398.481192335
0.0,94.4,16227942.08905455
0.0,94.4,16181299.02325917
0.0,94.4,26590816.013317317
0.0,94.4,14984731.78157056
0.0,94.4,11254509.115234092
0.0,94.5,11930122.531675141
0.0,94.8,21180653.600747235
0.0,95.0,0
0.0,94.9,1835860692.6875157
0.0,95.0,27200592.5440898
0.0,95.0,21976623.206380326
0.0,95.0,27538087.187320247
0.0,95.0,27620023.244487524
0.0,95.0,25307529.697209883
0.0,95.0,29332305.17845785
100.0,94.9,28347119.08125467
0.0,94.8,22471282.19172395
0.0,94.8,26784735.0585181
0.0,94.8,26143946.85299642
0.0,94.8,32586878.031785008
0.0,94.7,32951461.33976623
0.0,94.7,23821668.818609305
0.0,94.6,26140737.616537925
0.0,94.6,34176427.494339176
0.0,94.6,17212668.76996619
66.7,94.7,23473823.979106344
0.0,94.7,23366568.79403124
0.0,94.7,20660074.417959943
0.0,94.6,0
0.0,94.7,2384803635.5917478
0.0,94.8,16994543.041301735
0.0,94.8,13748212.60698906
0.0,94.8,13686796.163568055
0.0,94.9,12436190.972784653
0.0,94.9,20469041.863454007
0.0,94.9,19755570.00778372
0.0,94.9,18072235.588175774
0.0,94.9,15322672.435573228
0.0,94.9,19207271.09316724
0.0,94.9,13682529.53702819
0.0,94.9,20936829.09081448
0.0,94.8,37147443.873352334
0.0,94.8,21347892.958029527
0.0,94.8,21640407.96789292
0.0,94.8,17836928.56139431
80.0,94.8,27334742.06219157
0.0,94.9,15298215.944535028
0.0,94.9,23878693.589100722
0.0,95.0,11055941.791097883
0.0,95.0,0
0.0,94.8,0
0.0,94.9,2826600933.871998
0.0,94.9,4992500.209920925
0.0,94.8,0
0.0,94.8,2918912545.5281177
